Age,DailyRate,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,RelationshipSatisfaction,TotalWorkingYears,YearsAtCompany,YearsWithCurrManager,Attrition
19,419,21,4,37,Sales Representative,2,2121,9947,1,13,2,1,1,0,Yes
20,129,4,1,84,Laboratory Technician,1,2973,13008,1,19,2,1,1,0,Yes
31,616,12,4,41,Healthcare Representative,4,5855,17369,0,11,3,10,9,5,No
40,1469,9,4,35,Research Scientist,2,3617,25063,8,14,4,3,1,0,No
32,498,3,3,93,Manufacturing Director,1,6725,13554,1,12,3,8,8,3,No
36,530,3,3,51,Sales Executive,4,10325,5518,1,11,1,16,16,7,Yes
33,1069,1,2,42,Healthcare Representative,4,6949,12291,0,14,1,6,5,4,No
37,625,1,1,46,Sales Executive,3,10609,14922,5,11,3,17,14,7,Yes
45,805,4,3,57,Laboratory Technician,2,4447,23163,1,12,2,9,9,8,No
29,1404,20,3,84,Sales Representative,4,2157,18203,1,15,2,3,3,2,No
35,1219,18,3,86,Sales Executive,3,4601,6179,1,16,2,5,5,0,No
52,1053,1,4,70,Manager,4,17099,13829,2,15,2,26,9,8,No
58,289,2,4,51,Research Scientist,3,2479,26227,4,24,1,7,1,0,Yes
53,1376,2,3,45,Manager,3,14852,13938,6,13,3,22,17,2,No
30,231,8,3,62,Sales Executive,3,7264,9977,5,11,1,10,8,7,No
38,152,10,3,85,Sales Executive,4,5666,19899,1,13,2,6,5,3,No
35,882,3,4,92,Sales Executive,4,7823,6812,6,13,2,12,10,8,No
39,903,2,1,41,Sales Executive,3,7880,2560,0,18,4,9,8,7,No
40,1479,24,2,100,Sales Executive,2,13194,17071,4,16,4,22,1,0,Yes
47,1379,16,3,64,Manufacturing Director,3,5067,6759,1,19,3,20,19,7,No
36,1229,8,1,84,Sales Executive,4,5079,25952,4,13,4,12,7,7,No
31,335,9,3,46,Research Scientist,1,2321,10322,0,22,1,4,3,2,Yes
33,722,17,4,38,Manager,3,17444,20489,1,11,4,10,10,0,No
29,906,10,4,92,Research Scientist,1,2404,11479,6,20,3,3,0,0,Yes
33,461,13,2,53,Research Scientist,4,3452,17241,3,18,1,5,3,2,No
45,974,1,4,91,Laboratory Technician,4,2270,11005,3,14,4,8,5,2,No
50,1126,1,4,66,Research Director,4,17399,6615,9,22,3,32,5,3,No
33,827,1,3,84,Healthcare Representative,2,5488,20161,1,13,1,6,6,2,No
41,840,9,1,64,Research Director,3,19419,3735,2,17,2,21,18,11,No
27,1134,16,3,37,Laboratory Technician,2,2811,12086,9,14,2,4,2,2,No
45,248,23,4,42,Laboratory Technician,1,3633,14039,1,15,3,9,9,8,No
47,955,4,4,83,Sales Executive,4,4163,8571,1,17,3,9,9,7,No
30,138,22,1,48,Research Scientist,3,2132,11539,4,11,2,7,5,1,Yes
50,939,24,4,95,Manufacturing Director,3,13973,4161,3,18,4,22,12,5,No
38,1391,10,3,66,Research Scientist,3,2684,12127,0,17,2,3,2,2,No
46,566,7,4,75,Manufacturing Director,3,10845,24208,6,13,2,13,8,7,No
24,1206,17,4,41,Manufacturing Director,3,4377,24117,1,15,2,5,4,2,No
35,622,14,3,39,Laboratory Technician,2,3743,10074,1,24,4,5,4,2,Yes
31,853,1,3,96,Manufacturing Director,1,4148,11275,1,12,3,4,4,3,No
18,287,5,2,73,Research Scientist,4,1051,13493,1,15,4,0,0,0,No
54,1441,17,3,56,Manufacturing Director,3,10739,13943,8,11,3,22,10,8,No
35,583,25,3,57,Healthcare Representative,3,10388,6975,1,11,3,16,16,1,No
30,153,8,2,73,Research Director,1,11416,17802,0,12,3,9,8,7,No
20,1097,11,4,98,Research Scientist,1,2600,18275,1,15,1,1,1,0,Yes
30,109,5,2,60,Laboratory Technician,2,2422,25725,0,17,1,4,3,2,Yes
26,1066,2,4,32,Manufacturing Director,4,5472,3334,1,12,2,8,8,3,No
22,217,8,2,94,Laboratory Technician,1,2451,6881,1,15,1,4,4,1,No
48,277,6,1,97,Healthcare Representative,3,4240,13119,2,13,4,19,2,2,No
48,1355,4,3,78,Healthcare Representative,3,10999,22245,7,14,2,27,15,8,No
41,549,7,4,42,Manufacturing Director,3,5003,23371,6,14,2,8,2,1,No
39,466,1,4,65,Manufacturing Director,4,12742,7060,1,16,3,21,21,8,No
27,1055,2,1,47,Manufacturing Director,4,4227,4658,0,18,2,4,3,2,No
35,802,10,2,45,Laboratory Technician,4,3917,9541,1,20,1,3,3,2,No
42,265,5,4,90,Manager,3,18303,7770,6,13,2,21,1,0,No
50,804,9,1,64,Laboratory Technician,4,2380,20165,4,18,2,8,1,0,No
59,715,2,3,69,Manufacturing Director,4,13726,21829,3,13,1,30,5,3,No
37,1141,11,1,61,Healthcare Representative,2,4777,14382,5,15,1,15,1,0,Yes
55,135,18,3,62,Healthcare Representative,2,6385,12992,3,14,4,17,8,7,No
41,247,7,2,55,Research Director,3,19973,20284,1,22,2,21,21,10,No
38,1035,3,2,42,Sales Executive,4,6861,4981,8,12,3,19,1,0,No
26,265,29,2,79,Sales Executive,1,4969,21813,8,18,4,7,2,2,Yes
52,266,2,1,57,Manager,4,19845,25846,1,15,4,33,32,9,Yes
44,1448,28,4,53,Sales Executive,4,13320,11737,3,18,3,23,12,11,No
50,145,1,4,95,Sales Executive,3,6347,24920,0,12,1,19,18,13,No
36,885,16,3,43,Laboratory Technician,1,2743,8269,1,16,3,18,17,14,Yes
39,945,22,4,82,Manufacturing Director,1,10880,5083,1,13,3,21,21,8,No
33,1038,8,2,88,Sales Representative,4,2342,21437,0,19,4,3,2,2,No
45,1234,11,4,90,Manager,4,17650,5404,3,13,2,26,9,1,No
32,1109,29,4,69,Laboratory Technician,3,4025,11135,9,12,2,10,8,7,No
34,216,1,2,75,Sales Executive,4,9725,12278,0,11,4,16,15,9,No
59,1089,1,2,66,Manager,4,11904,11038,3,14,3,14,6,4,No
45,788,24,2,36,Human Resources,2,2177,8318,1,16,1,6,6,4,No
53,124,2,3,38,Sales Executive,2,7525,23537,2,12,1,30,15,12,No
36,660,15,1,81,Laboratory Technician,3,4834,7858,7,14,2,9,1,0,Yes
26,342,2,1,57,Research Scientist,1,2042,15346,6,14,2,6,3,2,Yes
34,1333,10,3,87,Sales Representative,3,2220,18410,1,19,4,1,1,0,No
28,1144,10,4,74,Sales Representative,2,1052,23384,1,22,2,1,1,0,No
38,1186,3,3,44,Research Scientist,3,2821,2997,3,16,1,8,2,2,No
50,1464,2,2,62,Research Director,3,19237,12853,2,11,4,29,8,7,No
37,124,3,4,35,Healthcare Representative,2,4107,13848,3,15,1,8,4,1,No
40,300,26,3,74,Sales Executive,1,8396,22217,1,14,2,8,7,5,No
26,921,1,1,66,Research Scientist,3,2007,25265,1,13,3,5,5,3,No
46,430,1,4,40,Research Director,4,19627,21445,9,17,4,23,2,2,No
54,1082,2,3,41,Sales Executive,3,10686,8392,6,11,2,13,9,0,No
56,1240,9,1,63,Research Scientist,3,2942,12154,2,19,2,18,5,3,No
36,796,12,4,51,Manufacturing Director,4,8858,15669,0,11,2,15,14,8,No
55,444,2,3,40,Manager,1,16756,17323,7,15,2,31,9,2,No
43,415,25,3,79,Sales Executive,4,10798,5268,5,13,3,18,1,0,No
20,769,9,4,54,Sales Representative,4,2323,17205,1,14,2,2,2,2,Yes
21,1334,10,3,36,Laboratory Technician,1,1416,17258,1,13,1,1,1,0,Yes
46,1003,8,4,74,Research Scientist,1,4615,21029,8,23,1,19,16,7,No
51,1323,4,1,34,Research Scientist,3,2461,10332,9,12,3,18,10,7,Yes
28,1366,24,2,72,Healthcare Representative,1,8722,12355,1,12,1,10,10,9,Yes
26,192,1,1,59,Laboratory Technician,1,3955,11141,1,16,1,6,5,3,No
30,1176,20,3,85,Manufacturing Director,1,9957,9096,0,15,3,7,6,2,No
41,509,7,2,43,Research Scientist,3,3376,18863,1,13,3,10,10,8,No
38,330,17,3,65,Healthcare Representative,3,8823,24608,0,18,1,20,19,9,No
40,1492,20,1,61,Healthcare Representative,4,10322,26542,4,20,4,14,11,1,No
27,1277,8,1,87,Laboratory Technician,3,4621,5869,1,19,4,3,3,2,No
55,1091,2,4,65,Manufacturing Director,2,10976,15813,3,18,2,23,3,2,No
28,857,10,3,59,Research Scientist,3,3660,7909,3,13,4,10,8,7,No
44,1376,1,2,91,Human Resources,1,10482,2326,9,14,4,24,20,6,Yes
33,654,5,4,34,Healthcare Representative,4,7119,21214,4,15,3,9,3,2,No
35,1204,4,4,86,Sales Executive,1,9582,10333,0,22,1,9,8,7,Yes
33,827,29,1,54,Research Scientist,3,4508,3129,1,22,2,14,13,8,Yes
28,895,15,1,50,Laboratory Technician,3,2207,22482,1,16,4,4,4,2,No
34,618,3,1,45,Healthcare Representative,4,7756,22266,0,17,3,7,6,4,No
37,309,10,4,88,Sales Executive,4,6694,24223,2,14,3,8,1,0,No
25,1219,4,4,32,Laboratory Technician,4,3691,4605,1,15,2,7,7,6,Yes
26,1330,21,1,37,Laboratory Technician,3,2377,19373,1,20,3,1,1,0,Yes
33,1017,25,1,55,Research Scientist,2,2313,2993,4,20,2,5,2,2,Yes
42,469,2,4,35,Manager,1,17665,14399,0,17,4,23,22,7,No
28,1009,1,1,45,Laboratory Technician,2,2596,7160,1,15,1,1,1,0,Yes
50,959,1,4,81,Sales Executive,3,4728,17251,3,14,4,5,0,0,Yes
33,970,7,4,30,Sales Executive,2,4302,13401,0,17,3,4,3,2,No
34,697,3,3,40,Research Scientist,4,2979,22478,3,17,4,6,0,0,No
48,1262,1,1,35,Manager,4,16885,16154,2,22,3,27,5,1,No
45,1050,9,2,65,Sales Executive,3,5593,17970,1,13,4,15,15,12,No
52,994,7,2,87,Healthcare Representative,2,10445,15322,7,19,4,18,8,0,No
38,770,10,3,73,Sales Executive,3,8740,5569,0,14,2,9,8,7,No
29,1107,28,3,93,Research Scientist,4,2514,26968,4,22,1,11,7,7,No
28,950,3,4,93,Manufacturing Director,2,7655,8039,0,17,2,10,9,7,No
46,406,3,1,52,Manager,3,17465,15596,3,12,4,23,12,9,No
38,130,2,4,32,Sales Executive,2,7351,20619,7,16,3,10,1,0,No
43,1082,27,3,83,Manufacturing Director,1,10820,11535,8,11,3,18,8,1,No
39,203,2,1,84,Healthcare Representative,4,12169,13547,7,11,4,21,18,5,Yes
40,1308,14,3,44,Research Director,3,19626,17544,1,14,1,21,20,9,No
21,984,1,4,70,Research Scientist,2,2070,25326,1,11,3,2,2,2,No
39,439,9,3,70,Laboratory Technician,2,6782,8770,9,15,3,9,5,3,No
36,217,18,1,78,Manufacturing Director,4,7779,23238,2,20,1,18,11,9,No
31,793,20,3,67,Sales Representative,4,2791,21981,0,12,1,3,2,2,No
28,1451,2,1,67,Research Scientist,2,3201,19911,0,17,1,6,5,4,No
35,1182,11,4,54,Sales Executive,4,4968,18500,1,11,4,5,5,2,No
49,174,8,4,56,Sales Executive,2,13120,11879,6,17,2,22,9,3,No
34,1003,2,4,95,Manufacturing Director,3,4033,15834,2,11,4,5,3,2,No
29,490,10,4,61,Research Scientist,2,3291,17940,0,14,4,8,7,1,No
42,188,29,2,56,Laboratory Technician,4,4272,9558,4,19,1,16,1,0,No
29,718,8,2,79,Manufacturing Director,4,5056,17689,1,15,3,10,10,2,No
38,433,1,3,37,Human Resources,3,2844,6004,1,13,4,7,7,0,No
28,773,6,3,39,Research Scientist,3,2703,22088,1,14,4,3,3,2,No
18,247,8,3,80,Laboratory Technician,3,1904,13556,1,12,4,0,0,0,Yes
33,603,9,1,77,Sales Executive,1,8224,18385,0,17,1,6,5,3,Yes
41,167,12,2,46,Laboratory Technician,4,4766,9051,3,11,1,6,1,0,No
31,874,15,3,72,Laboratory Technician,3,2610,6233,1,12,3,2,2,2,Yes
37,367,25,3,52,Healthcare Representative,4,5731,17171,7,13,3,9,6,3,No
27,199,6,4,55,Research Scientist,3,2539,7950,1,13,3,4,4,2,No
34,1400,9,2,70,Sales Executive,3,5714,5829,1,20,1,6,6,3,No
35,528,8,3,100,Human Resources,3,4323,7108,1,17,2,6,5,4,No
29,408,23,4,45,Sales Executive,1,7336,11162,1,13,1,11,11,10,Yes
40,593,9,2,88,Research Director,3,13499,13782,9,17,3,20,18,13,No
42,481,12,3,44,Sales Executive,1,13758,2447,0,12,2,22,21,14,Yes
42,647,4,2,45,Sales Executive,1,5155,2253,7,13,4,9,6,5,No
35,982,1,4,58,Laboratory Technician,3,2258,16340,6,12,2,10,8,7,No
24,477,24,4,49,Laboratory Technician,2,3597,6409,8,22,4,6,4,2,No
28,1485,12,3,79,Laboratory Technician,4,2515,22955,1,11,4,1,1,0,Yes
26,1384,3,1,82,Laboratory Technician,4,4420,13421,1,22,2,8,8,7,No
30,852,10,3,72,Sales Executive,3,6578,2706,1,18,1,10,10,4,No
40,902,26,3,92,Research Scientist,4,4422,21203,3,13,4,16,1,0,No
35,819,2,3,44,Manufacturing Director,2,10274,19588,2,18,2,15,7,4,No
34,669,1,4,97,Healthcare Representative,1,5343,25755,0,20,3,14,13,9,No
35,636,4,4,47,Laboratory Technician,4,2376,26537,1,13,2,2,2,2,No
43,1372,9,1,85,Sales Executive,3,5346,9489,8,13,2,7,4,3,Yes
32,862,2,3,76,Sales Representative,1,2827,14947,1,12,3,1,1,0,No
56,718,4,4,92,Manager,1,19943,18575,4,13,4,28,5,2,No
29,1401,6,2,54,Laboratory Technician,4,3131,26342,1,13,1,10,10,8,No
19,645,9,3,54,Research Scientist,1,2552,7172,1,25,3,1,1,0,No
45,1457,7,1,83,Research Scientist,3,4477,20100,4,19,3,7,3,2,No
37,977,1,4,56,Manufacturing Director,4,6474,9961,1,13,2,14,14,11,No
20,805,3,1,87,Laboratory Technician,3,3033,12828,1,12,1,2,2,2,No
44,1097,10,3,96,Research Scientist,3,2936,10826,1,11,3,6,6,2,Yes
53,1223,7,4,50,Manager,3,18606,18640,3,18,2,26,7,7,No
29,942,15,2,69,Research Scientist,4,2168,26933,0,18,1,6,5,3,No
22,1256,3,3,48,Research Scientist,4,2853,4223,0,11,2,1,0,0,Yes
46,1402,2,3,69,Manager,1,17048,24097,8,23,1,28,26,9,No
44,111,17,4,74,Research Scientist,3,2290,4279,2,13,4,6,0,0,No
33,147,2,2,99,Human Resources,3,3600,8429,1,13,4,5,5,4,No
41,906,5,1,95,Research Scientist,1,2107,20293,6,17,1,5,1,0,Yes
30,1329,29,3,61,Sales Executive,1,4115,13192,8,19,3,8,4,3,No
40,1184,2,2,62,Sales Executive,2,4327,25440,5,12,4,5,0,0,No
50,1421,2,4,30,Manager,1,17856,9490,2,22,3,32,2,2,No
28,1179,19,4,78,Laboratory Technician,1,3196,12449,1,12,3,6,6,3,No
46,1450,15,4,52,Research Director,2,19081,10849,5,11,1,25,4,3,No
35,1361,17,3,94,Sales Executive,1,8966,21026,3,15,4,15,7,7,No
24,984,17,4,97,Laboratory Technician,2,2210,3372,1,13,1,1,1,0,Yes
33,1146,25,2,82,Sales Executive,3,4539,4905,1,12,1,10,10,1,No
36,917,6,3,60,Laboratory Technician,3,2741,6865,1,14,3,7,7,7,No
30,853,7,3,49,Laboratory Technician,3,3491,11309,1,13,1,10,10,9,No
44,200,29,4,32,Research Scientist,4,4541,7744,1,25,2,20,20,17,No
20,654,21,3,43,Sales Representative,4,2678,5050,1,17,4,2,2,2,No
46,150,2,4,60,Manufacturing Director,4,7379,17433,2,11,3,12,6,4,No
42,179,2,4,79,Human Resources,1,6272,12858,7,16,1,10,4,3,No
60,696,7,2,52,Sales Executive,4,5220,10893,0,18,2,12,11,9,No
32,116,13,3,77,Laboratory Technician,2,2743,7331,1,20,3,2,2,2,No
32,1316,2,4,38,Research Scientist,3,4998,2338,4,14,4,10,8,7,No
36,363,1,3,77,Manufacturing Director,1,10252,4235,2,21,3,17,7,7,No
33,117,9,1,60,Research Scientist,4,2781,6311,0,13,2,15,14,10,No
40,107,10,2,84,Sales Executive,2,6852,11591,7,12,2,7,5,3,No
25,1356,10,3,57,Sales Executive,4,4950,20623,0,14,2,5,4,1,No
30,1465,1,4,63,Research Scientist,2,3579,9369,0,21,1,12,11,7,No
42,458,26,1,60,Research Director,1,13191,23281,3,17,3,20,1,0,No
35,1212,8,3,78,Sales Executive,4,10377,13755,4,11,2,16,13,12,No
27,1103,14,1,42,Research Scientist,1,2235,14377,1,14,4,9,9,8,No
54,966,1,4,53,Manufacturing Director,3,10502,9659,7,17,1,33,5,4,No
44,1117,2,1,72,Research Scientist,4,2011,19982,1,13,4,10,10,7,No
19,504,10,1,96,Research Scientist,2,1859,6148,1,25,2,1,1,0,Yes
29,1010,1,1,97,Research Scientist,4,3760,5598,1,15,1,3,3,2,No
54,685,3,4,85,Research Director,4,17779,23474,3,14,1,36,10,9,No
31,1332,11,3,80,Healthcare Representative,1,6833,17089,1,12,4,6,6,1,No
31,1062,24,3,96,Healthcare Representative,1,6812,17198,1,19,2,10,10,8,No
59,326,3,3,48,Sales Executive,4,5171,16490,5,17,4,13,6,5,No
43,920,3,3,96,Research Director,4,19740,18625,3,14,2,25,8,7,No
49,1098,4,1,85,Manager,3,18711,12124,2,13,3,23,1,0,No
36,469,3,3,46,Research Scientist,2,3692,9256,1,12,3,12,11,7,No
48,969,2,4,76,Laboratory Technician,2,2559,16620,5,11,3,7,1,0,No
27,1167,4,1,76,Research Scientist,3,2517,3208,1,11,2,5,5,3,No
29,1329,7,3,82,Healthcare Representative,4,6623,4204,1,11,2,6,6,0,No
48,715,1,4,76,Research Director,4,18265,8733,6,12,3,25,1,0,No
29,694,1,4,87,Research Director,4,16124,3423,3,14,2,9,7,7,No
34,1320,20,3,89,Research Scientist,3,2585,21643,0,17,4,2,1,0,No
44,1099,5,2,88,Manager,2,18213,8751,7,11,3,26,22,10,No
33,536,10,4,82,Sales Executive,3,8380,21708,0,14,4,10,9,8,No
19,265,25,2,57,Research Scientist,4,2994,21221,1,12,4,1,1,1,No
23,373,1,4,47,Research Scientist,3,1223,16901,1,22,4,1,1,1,No
25,599,24,3,73,Sales Representative,4,1118,8040,1,14,4,1,1,0,Yes
26,583,4,3,53,Research Scientist,4,2875,9973,1,20,2,8,8,2,No
45,1449,2,1,94,Manager,2,18824,2493,2,16,1,26,24,11,Yes
55,177,8,4,37,Healthcare Representative,2,13577,25592,1,15,4,34,33,0,No
21,251,10,1,45,Laboratory Technician,3,2625,25308,1,20,3,2,2,2,Yes
46,168,4,4,33,Manager,2,18789,9946,2,14,3,26,11,8,No
34,131,2,3,86,Sales Executive,1,4538,6039,0,12,4,4,3,2,No
51,237,9,4,83,Manager,2,19847,19196,4,24,1,31,29,10,No
59,1429,18,4,67,Manufacturing Director,4,10512,20002,6,12,4,25,9,4,No
34,135,19,3,46,Laboratory Technician,2,4444,22534,4,13,3,15,11,10,No
28,791,1,4,44,Laboratory Technician,3,2154,6842,0,11,3,5,4,2,No
44,1199,4,3,92,Manager,1,19190,17477,1,14,4,26,25,13,No
34,648,11,3,56,Human Resources,2,4490,21833,4,11,4,14,10,8,No
35,735,6,3,66,Research Scientist,3,3506,6020,0,14,4,4,3,2,No
42,603,7,2,78,Research Scientist,2,2372,5628,6,16,4,18,1,0,No
43,531,4,4,56,Sales Executive,4,10231,20364,3,14,4,23,21,17,No
36,429,2,3,53,Manufacturing Director,2,5410,2323,9,11,4,18,16,12,No
44,621,15,1,73,Healthcare Representative,4,7978,14075,1,11,4,10,10,5,Yes
28,193,2,4,52,Laboratory Technician,4,3867,14222,1,12,2,2,2,2,No
51,968,6,2,40,Laboratory Technician,3,2838,4257,0,14,2,8,7,7,No
30,879,9,3,72,Manufacturing Director,3,4695,12858,7,18,3,10,8,7,No
29,806,7,2,39,Laboratory Technician,3,3339,17285,3,13,1,10,7,7,Yes
28,640,1,4,84,Research Scientist,1,2080,4732,2,11,2,5,3,2,No
25,266,1,4,40,Research Scientist,2,2096,18830,1,18,4,2,2,1,No
32,604,8,3,56,Sales Executive,4,6209,11693,1,15,3,10,10,8,No
45,364,25,2,83,Manager,2,18061,13035,3,22,3,22,0,0,No
39,412,13,3,94,Manager,2,17123,17334,6,13,4,21,19,2,No
58,848,23,1,88,Research Scientist,3,2372,26076,1,12,4,2,2,2,No
32,1089,7,4,79,Laboratory Technician,3,4883,22845,1,18,1,10,10,1,Yes
39,360,23,3,93,Research Scientist,1,3904,22154,0,13,1,6,5,3,Yes
30,1138,6,1,48,Laboratory Technician,4,4627,23631,0,12,1,10,9,7,No
36,325,10,4,63,Healthcare Representative,3,7094,5747,3,12,1,10,7,7,No
46,991,1,4,44,Human Resources,1,3423,22957,6,12,3,10,7,7,No
28,1476,1,3,55,Laboratory Technician,4,6674,16392,0,11,1,10,9,5,No
50,1322,28,4,43,Research Director,1,16880,22422,4,11,2,25,3,2,No
40,299,25,4,57,Sales Executive,2,9094,17235,2,12,3,9,5,0,Yes
52,1030,5,2,64,Sales Executive,2,8446,21534,9,19,3,10,8,7,Yes
30,634,17,2,95,Manager,1,11916,25927,1,23,4,9,9,8,No
39,524,18,1,32,Manufacturing Director,3,4534,13352,0,11,1,9,8,7,No
31,587,2,4,57,Sales Executive,3,9852,8935,1,19,1,10,10,6,No
41,256,10,3,40,Sales Executive,2,6151,22074,1,13,1,19,19,9,No
31,1060,1,4,54,Sales Representative,2,2302,8319,1,11,1,3,3,2,Yes
44,935,3,1,89,Laboratory Technician,1,2362,14669,4,12,3,10,3,2,Yes
42,495,2,3,37,Manager,3,17861,26582,0,13,4,21,20,10,No
55,282,2,4,58,Manager,3,19187,6992,4,14,4,23,19,11,No
56,206,8,4,99,Manager,2,19717,4022,6,14,1,36,7,7,No
40,458,16,3,74,Research Scientist,3,3544,8532,9,16,2,6,4,0,No
34,943,9,4,86,Healthcare Representative,4,8500,5494,0,11,4,10,9,6,No
40,523,2,3,98,Research Scientist,4,4661,22455,1,13,3,9,9,8,No
41,1018,1,3,66,Sales Executive,1,4103,4297,0,17,4,10,9,7,No
35,482,4,3,87,Research Scientist,3,4249,2690,1,11,2,9,9,1,No
51,770,5,3,84,Manager,2,14026,17588,1,11,2,33,33,10,No
38,1009,2,2,31,Sales Executive,1,6893,19461,3,15,4,11,7,7,No
34,507,15,3,66,Sales Executive,1,6125,23553,1,12,4,10,10,6,No
25,882,19,4,67,Laboratory Technician,4,3669,9075,3,11,3,7,3,2,No
58,601,7,3,53,Manufacturing Director,1,10008,12023,7,14,4,31,10,9,Yes
40,329,1,2,88,Laboratory Technician,2,2387,6762,3,22,3,7,4,3,No
36,607,7,1,83,Sales Executive,1,4639,2261,2,16,4,17,15,13,No
48,855,4,4,54,Manufacturing Director,4,7898,18706,1,11,3,11,10,8,No
27,1291,11,3,98,Sales Representative,4,2534,6527,8,14,2,5,1,0,No
51,1405,11,4,82,Manufacturing Director,2,13142,24439,3,16,2,29,5,3,No
18,1124,1,4,97,Laboratory Technician,4,1611,19305,1,15,3,0,0,0,No
35,817,1,4,60,Laboratory Technician,4,5363,10846,0,12,2,10,9,0,No
27,793,2,4,43,Sales Executive,4,5071,20392,3,20,2,8,6,0,No
55,267,13,1,85,Sales Executive,3,13695,9277,6,17,3,24,19,8,Yes
56,1369,23,4,68,Manufacturing Director,2,13402,18235,4,12,1,33,19,9,No
34,999,26,1,92,Research Scientist,3,2029,15891,1,20,3,5,5,0,No
40,1202,2,2,89,Healthcare Representative,3,6377,13888,5,20,2,15,12,8,No
34,285,29,2,86,Laboratory Technician,3,5429,17491,4,13,1,10,8,7,No
31,703,2,3,90,Sales Representative,4,2785,11882,7,14,3,3,1,0,Yes
35,662,18,4,67,Sales Executive,3,4614,23288,0,18,3,5,4,2,Yes
38,693,7,4,57,Research Scientist,3,2610,15748,1,11,4,4,4,3,No
34,404,2,3,98,Healthcare Representative,4,6687,6163,1,11,4,14,14,11,No
28,736,26,3,48,Sales Executive,1,4724,24232,1,11,3,5,5,4,No
31,330,22,4,98,Manufacturing Director,3,6179,21057,1,15,4,10,10,7,Yes
39,1498,21,1,44,Sales Executive,4,6120,3567,3,12,4,8,5,4,No
51,541,2,2,52,Sales Executive,2,10596,15395,2,11,2,14,4,2,No
41,1200,22,4,75,Research Scientist,4,5467,13953,3,14,1,12,6,3,No
37,1439,4,3,54,Research Scientist,3,2996,5182,7,15,4,8,6,3,No
33,1111,5,2,61,Sales Executive,4,9998,19293,6,13,1,8,5,2,No
32,499,2,3,36,Sales Executive,2,4078,20497,0,13,1,4,3,2,No
39,1485,25,3,71,Healthcare Representative,3,10920,3449,3,21,2,13,6,5,No
25,1372,18,1,93,Sales Executive,3,6232,12477,2,11,2,6,3,2,No
52,322,28,4,59,Manufacturing Director,3,13247,9731,2,11,2,24,5,2,No
43,930,6,1,73,Research Scientist,3,4081,20003,1,14,1,20,20,8,No
27,205,10,4,98,Sales Executive,4,5769,7100,1,11,4,6,6,4,No
27,135,17,4,51,Research Scientist,3,2394,25681,1,13,4,8,8,7,Yes
26,683,2,1,36,Research Scientist,4,3904,4050,0,12,4,5,4,1,No
42,1147,10,3,31,Manager,1,16799,16616,0,14,3,21,20,9,No
52,258,8,3,54,Laboratory Technician,1,2950,17363,9,13,3,12,5,4,No
37,1462,11,1,94,Laboratory Technician,3,3629,19106,4,18,1,8,3,2,No
35,200,18,3,60,Manufacturing Director,4,9362,19944,2,11,3,10,2,2,No
25,949,1,1,81,Laboratory Technician,4,3229,4910,4,11,2,7,3,2,No
26,652,7,3,100,Laboratory Technician,1,3578,23577,0,12,4,8,7,7,No
29,332,17,2,51,Human Resources,1,7988,9769,1,13,1,10,10,9,No
49,1475,28,1,97,Laboratory Technician,1,4284,22710,3,20,1,20,4,3,Yes
29,337,14,3,84,Healthcare Representative,4,7553,22930,0,12,1,9,8,7,Yes
54,971,1,4,54,Research Director,4,17328,5652,6,19,4,29,20,7,No
58,1055,1,4,76,Research Director,1,19701,22456,3,21,3,32,9,5,No
55,1136,1,2,81,Research Director,4,14732,12414,2,13,4,31,7,0,No
36,1174,3,1,99,Sales Executive,2,9278,20763,3,16,4,15,5,1,No
31,667,1,2,50,Sales Representative,3,1359,16154,1,12,2,1,1,0,Yes
30,855,7,4,73,Sales Executive,1,4779,12761,7,14,2,8,3,2,No
31,182,8,1,93,Research Director,2,16422,8847,3,11,3,9,3,0,No
34,560,1,4,91,Research Scientist,1,2996,20284,5,14,3,10,4,3,No
31,202,8,1,34,Research Scientist,2,1261,22262,1,12,3,1,1,0,Yes
27,1377,11,2,91,Laboratory Technician,1,2099,7679,0,14,2,6,5,4,No
36,172,4,1,37,Laboratory Technician,4,5810,22604,1,16,3,10,10,8,No
36,329,16,3,98,Sales Executive,1,5647,13494,4,13,1,11,3,2,No
47,465,1,1,74,Research Scientist,4,3420,10205,7,12,3,17,6,2,No
25,383,9,1,68,Sales Representative,1,4400,15182,3,12,1,6,3,2,Yes
37,1413,5,3,84,Laboratory Technician,3,3500,25470,0,14,1,7,6,3,No
56,1255,1,1,90,Research Scientist,1,2066,10494,2,22,4,5,3,0,No
47,359,2,1,82,Research Director,3,17169,26703,3,19,2,26,20,6,No
24,1476,4,4,42,Sales Executive,3,4162,15211,1,12,3,5,5,3,No
32,601,7,4,97,Sales Executive,4,9204,23343,4,12,3,7,4,3,No
34,401,1,4,86,Laboratory Technician,2,3294,3708,5,17,1,7,5,2,No
41,1283,5,2,90,Research Scientist,3,2127,5561,2,12,1,7,4,3,No
40,663,9,3,81,Laboratory Technician,3,3975,23099,3,11,3,11,8,7,No
31,326,8,1,31,Sales Executive,4,10793,8386,1,18,1,13,13,9,No
46,377,9,1,52,Sales Executive,4,10096,15986,4,11,1,28,7,3,Yes
39,592,2,1,54,Laboratory Technician,1,3646,17181,2,23,2,11,1,0,Yes
